shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight
Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|VAFFE|Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|0.0|10769|"1997-12-08 00:00:00"|"1998-01-05 00:00:00"|"1997-12-12 00:00:00"|Speedy Express|52|Filo Mix|7.0000|15|0.0|105.0|65.0600
Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|VAFFE|Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|0.0|10769|"1997-12-08 00:00:00"|"1998-01-05 00:00:00"|"1997-12-12 00:00:00"|Speedy Express|61|Sirop d'rable|28.5000|20|0.0|570.0|65.0600
Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|VAFFE|Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|0.0|10769|"1997-12-08 00:00:00"|"1998-01-05 00:00:00"|"1997-12-12 00:00:00"|Speedy Express|62|Tarte au sucre|49.3000|15|0.0|739.0|65.0600
Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10778|"1997-12-16 00:00:00"|"1998-01-13 00:00:00"|"1997-12-24 00:00:00"|Speedy Express|41|Jack's New England Clam Chowder|9.6500|10|0.0|96.0|6.7900
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10796|"1997-12-25 00:00:00"|"1998-01-22 00:00:00"|"1998-01-14 00:00:00"|Speedy Express|26|Gumbr Gummibrchen|31.2300|21|0.0|655.0|26.5200
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10796|"1997-12-25 00:00:00"|"1998-01-22 00:00:00"|"1998-01-14 00:00:00"|Speedy Express|44|Gula Malacca|19.4500|10|0.0|194.0|26.5200
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10796|"1997-12-25 00:00:00"|"1998-01-22 00:00:00"|"1998-01-14 00:00:00"|Speedy Express|64|Wimmers gute Semmelkndel|33.2500|35|0.0|1163.0|26.5200
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10796|"1997-12-25 00:00:00"|"1998-01-22 00:00:00"|"1998-01-14 00:00:00"|Speedy Express|69|Gudbrandsdalsost|36.0000|24|0.0|864.0|26.5200
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10855|"1998-01-27 00:00:00"|"1998-02-24 00:00:00"|"1998-02-04 00:00:00"|Speedy Express|16|Pavlova|17.4500|50|0.0|872.0|170.9700
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10855|"1998-01-27 00:00:00"|"1998-02-24 00:00:00"|"1998-02-04 00:00:00"|Speedy Express|31|Gorgonzola Telino|12.5000|14|0.0|175.0|170.9700
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10855|"1998-01-27 00:00:00"|"1998-02-24 00:00:00"|"1998-02-04 00:00:00"|Speedy Express|56|Gnocchi di nonna Alice|38.0000|24|0.0|912.0|170.9700
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10855|"1998-01-27 00:00:00"|"1998-02-24 00:00:00"|"1998-02-04 00:00:00"|Speedy Express|65|Louisiana Fiery Hot Pepper Sauce|21.0500|15|0.0|315.0|170.9700
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10895|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-23 00:00:00"|Speedy Express|24|Guaran Fantstica|4.5000|110|0.0|495.0|162.7500
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10895|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-23 00:00:00"|Speedy Express|39|Chartreuse verte|18.0000|45|0.0|810.0|162.7500
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10895|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-23 00:00:00"|Speedy Express|40|Boston Crab Meat|18.4000|91|0.0|1674.0|162.7500
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10895|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-23 00:00:00"|Speedy Express|60|Camembert Pierrot|34.0000|100|0.0|3400.0|162.7500
Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|GODOS|Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|0.0|10911|"1998-02-26 00:00:00"|"1998-03-26 00:00:00"|"1998-03-05 00:00:00"|Speedy Express|1|Chai|18.0000|10|0.0|180.0|38.1900
Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|GODOS|Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|0.0|10911|"1998-02-26 00:00:00"|"1998-03-26 00:00:00"|"1998-03-05 00:00:00"|Speedy Express|17|Alice Mutton|39.0000|12|0.0|468.0|38.1900
Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|GODOS|Godos Cocina Tpica|C/ Romero, 33|Sevilla||"41101"|Spain|0.0|10911|"1998-02-26 00:00:00"|"1998-03-26 00:00:00"|"1998-03-05 00:00:00"|Speedy Express|67|Laughing Lumberjack Lager|14.0000|15|0.0|210.0|38.1900
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10925|"1998-03-04 00:00:00"|"1998-04-01 00:00:00"|"1998-03-13 00:00:00"|Speedy Express|36|Inlagd Sill|19.0000|25|0.0|475.0|2.2700
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10925|"1998-03-04 00:00:00"|"1998-04-01 00:00:00"|"1998-03-13 00:00:00"|Speedy Express|52|Filo Mix|7.0000|12|0.0|84.0|2.2700
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10960|"1998-03-19 00:00:00"|"1998-04-02 00:00:00"|"1998-04-08 00:00:00"|Speedy Express|24|Guaran Fantstica|4.5000|10|0.0|45.0|2.0800
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10960|"1998-03-19 00:00:00"|"1998-04-02 00:00:00"|"1998-04-08 00:00:00"|Speedy Express|41|Jack's New England Clam Chowder|9.6500|24|0.0|231.0|2.0800
Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Belgium|MAISD|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Belgium|0.0|11004|"1998-04-07 00:00:00"|"1998-05-05 00:00:00"|"1998-04-20 00:00:00"|Speedy Express|26|Gumbr Gummibrchen|31.2300|6|0.0|187.0|44.8400
Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Belgium|MAISD|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Belgium|0.0|11004|"1998-04-07 00:00:00"|"1998-05-05 00:00:00"|"1998-04-20 00:00:00"|Speedy Express|76|Lakkalikri|18.0000|6|0.0|108.0|44.8400
Alfred-s Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|11011|"1998-04-09 00:00:00"|"1998-05-07 00:00:00"|"1998-04-13 00:00:00"|Speedy Express|58|Escargots de Bourgogne|13.2500|40|0.0|530.0|1.2100
Alfred-s Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|11011|"1998-04-09 00:00:00"|"1998-05-07 00:00:00"|"1998-04-13 00:00:00"|Speedy Express|71|Flotemysost|21.5000|20|0.0|430.0|1.2100
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|11021|"1998-04-14 00:00:00"|"1998-05-12 00:00:00"|"1998-04-21 00:00:00"|Speedy Express|2|Chang|19.0000|11|0.0|209.0|297.1800
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|11021|"1998-04-14 00:00:00"|"1998-05-12 00:00:00"|"1998-04-21 00:00:00"|Speedy Express|20|Sir Rodney's Marmalade|81.0000|15|0.0|1215.0|297.1800
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|11021|"1998-04-14 00:00:00"|"1998-05-12 00:00:00"|"1998-04-21 00:00:00"|Speedy Express|26|Gumbr Gummibrchen|31.2300|63|0.0|1967.0|297.1800
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|11021|"1998-04-14 00:00:00"|"1998-05-12 00:00:00"|"1998-04-21 00:00:00"|Speedy Express|51|Manjimup Dried Apples|53.0000|44|0.0|2332.0|297.1800
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|11021|"1998-04-14 00:00:00"|"1998-05-12 00:00:00"|"1998-04-21 00:00:00"|Speedy Express|72|Mozzarella di Giovanni|34.8000|35|0.0|1218.0|297.1800
Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|GOURL|Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|0.0|11049|"1998-04-24 00:00:00"|"1998-05-22 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|2|Chang|19.0000|10|0.0|190.0|8.3400
Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|GOURL|Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|0.0|11049|"1998-04-24 00:00:00"|"1998-05-22 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|12|Queso Manchego La Pastora|38.0000|4|0.0|152.0|8.3400
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|11052|"1998-04-27 00:00:00"|"1998-05-25 00:00:00"|"1998-05-01 00:00:00"|Speedy Express|43|Ipoh Coffee|46.0000|30|0.0|1380.0|67.2600
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|11052|"1998-04-27 00:00:00"|"1998-05-25 00:00:00"|"1998-05-01 00:00:00"|Speedy Express|61|Sirop d'rable|28.5000|10|0.0|285.0|67.2600
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10257|"1996-07-16 00:00:00"|"1996-08-13 00:00:00"|"1996-07-22 00:00:00"|Federal Shipping|27|Schoggi Schokolade|35.1000|25|0.0|877.0|81.9100
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10257|"1996-07-16 00:00:00"|"1996-08-13 00:00:00"|"1996-07-22 00:00:00"|Federal Shipping|39|Chartreuse verte|14.4000|6|0.0|86.0|81.9100
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10257|"1996-07-16 00:00:00"|"1996-08-13 00:00:00"|"1996-07-22 00:00:00"|Federal Shipping|77|Original Frankfurter grne Soe|10.4000|15|0.0|156.0|81.9100
Centro comercial Moctezuma|Sierras de Granada 9993|Mxico D.F.||"5022"|Mexico|CENTC|Centro comercial Moctezuma|Sierras de Granada 9993|Mxico D.F.||"05022"|Mexico|0.0|10259|"1996-07-18 00:00:00"|"1996-08-15 00:00:00"|"1996-07-25 00:00:00"|Federal Shipping|21|Sir Rodney's Scones|8.0000|10|0.0|80.0|3.2500
Centro comercial Moctezuma|Sierras de Granada 9993|Mxico D.F.||"5022"|Mexico|CENTC|Centro comercial Moctezuma|Sierras de Granada 9993|Mxico D.F.||"05022"|Mexico|0.0|10259|"1996-07-18 00:00:00"|"1996-08-15 00:00:00"|"1996-07-25 00:00:00"|Federal Shipping|37|Gravad lax|20.8000|1|0.0|20.0|3.2500
Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|0.0|10328|"1996-10-14 00:00:00"|"1996-11-11 00:00:00"|"1996-10-17 00:00:00"|Federal Shipping|59|Raclette Courdavault|44.0000|9|0.0|396.0|87.0300
Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|0.0|10328|"1996-10-14 00:00:00"|"1996-11-11 00:00:00"|"1996-10-17 00:00:00"|Federal Shipping|65|Louisiana Fiery Hot Pepper Sauce|16.8000|40|0.0|672.0|87.0300
Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||"1675"|Portugal|0.0|10328|"1996-10-14 00:00:00"|"1996-11-11 00:00:00"|"1996-10-17 00:00:00"|Federal Shipping|68|Scottish Longbreads|10.0000|10|0.0|100.0|87.0300
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10337|"1996-10-24 00:00:00"|"1996-11-21 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|23|Tunnbrd|7.2000|40|0.0|288.0|108.2600
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10337|"1996-10-24 00:00:00"|"1996-11-21 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|26|Gumbr Gummibrchen|24.9000|24|0.0|597.0|108.2600
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10337|"1996-10-24 00:00:00"|"1996-11-21 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|36|Inlagd Sill|15.2000|20|0.0|304.0|108.2600
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10337|"1996-10-24 00:00:00"|"1996-11-21 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|37|Gravad lax|20.8000|28|0.0|582.0|108.2600
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10337|"1996-10-24 00:00:00"|"1996-11-21 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|72|Mozzarella di Giovanni|27.8000|25|0.0|695.0|108.2600
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10338|"1996-10-25 00:00:00"|"1996-11-22 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|17|Alice Mutton|31.2000|20|0.0|624.0|84.2100
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10338|"1996-10-25 00:00:00"|"1996-11-22 00:00:00"|"1996-10-29 00:00:00"|Federal Shipping|30|Nord-Ost Matjeshering|20.7000|15|0.0|310.0|84.2100
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10347|"1996-11-06 00:00:00"|"1996-12-04 00:00:00"|"1996-11-08 00:00:00"|Federal Shipping|25|NuNuCa Nu-Nougat-Creme|11.2000|10|0.0|112.0|3.1000
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10347|"1996-11-06 00:00:00"|"1996-12-04 00:00:00"|"1996-11-08 00:00:00"|Federal Shipping|39|Chartreuse verte|14.4000|50|0.0|720.0|3.1000
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10347|"1996-11-06 00:00:00"|"1996-12-04 00:00:00"|"1996-11-08 00:00:00"|Federal Shipping|40|Boston Crab Meat|14.7000|4|0.0|58.0|3.1000
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10347|"1996-11-06 00:00:00"|"1996-12-04 00:00:00"|"1996-11-08 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|6.2000|6|0.0|37.0|3.1000
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10360|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-02 00:00:00"|Federal Shipping|28|Rssle Sauerkraut|36.4000|30|0.0|1092.0|131.7000
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10360|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-02 00:00:00"|Federal Shipping|29|Thringer Rostbratwurst|99.0000|35|0.0|3465.0|131.7000
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10360|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-02 00:00:00"|Federal Shipping|38|Cte de Blaye|210.8000|10|0.0|2108.0|131.7000
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10360|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-02 00:00:00"|Federal Shipping|49|Maxilaku|16.0000|35|0.0|560.0|131.7000
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10360|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-02 00:00:00"|Federal Shipping|54|Tourtire|5.9000|28|0.0|165.0|131.7000
Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|DRACD|Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|0.0|10363|"1996-11-26 00:00:00"|"1996-12-24 00:00:00"|"1996-12-04 00:00:00"|Federal Shipping|31|Gorgonzola Telino|10.0000|20|0.0|200.0|30.5400
Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|DRACD|Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|0.0|10363|"1996-11-26 00:00:00"|"1996-12-24 00:00:00"|"1996-12-04 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|6.2000|12|0.0|74.0|30.5400
Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|DRACD|Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|0.0|10363|"1996-11-26 00:00:00"|"1996-12-24 00:00:00"|"1996-12-04 00:00:00"|Federal Shipping|76|Lakkalikri|14.4000|12|0.0|172.0|30.5400
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10373|"1996-12-05 00:00:00"|"1997-01-02 00:00:00"|"1996-12-11 00:00:00"|Federal Shipping|58|Escargots de Bourgogne|10.6000|80|0.0|848.0|124.1200
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10373|"1996-12-05 00:00:00"|"1997-01-02 00:00:00"|"1996-12-11 00:00:00"|Federal Shipping|71|Flotemysost|17.2000|50|0.0|860.0|124.1200
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10403|"1997-01-03 00:00:00"|"1997-01-31 00:00:00"|"1997-01-09 00:00:00"|Federal Shipping|16|Pavlova|13.9000|21|0.0|291.0|73.7900
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10403|"1997-01-03 00:00:00"|"1997-01-31 00:00:00"|"1997-01-09 00:00:00"|Federal Shipping|48|Chocolade|10.2000|70|0.0|714.0|73.7900
Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|SIMOB|Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|0.0|10417|"1997-01-16 00:00:00"|"1997-02-13 00:00:00"|"1997-01-28 00:00:00"|Federal Shipping|38|Cte de Blaye|210.8000|50|0.0|10540.0|70.2900
Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|SIMOB|Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|0.0|10417|"1997-01-16 00:00:00"|"1997-02-13 00:00:00"|"1997-01-28 00:00:00"|Federal Shipping|46|Spegesild|9.6000|2|0.0|19.0|70.2900
Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|SIMOB|Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|0.0|10417|"1997-01-16 00:00:00"|"1997-02-13 00:00:00"|"1997-01-28 00:00:00"|Federal Shipping|68|Scottish Longbreads|10.0000|36|0.0|360.0|70.2900
Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|SIMOB|Simons bistro|Vinbltet 34|Kobenhavn||"1734"|Denmark|0.0|10417|"1997-01-16 00:00:00"|"1997-02-13 00:00:00"|"1997-01-28 00:00:00"|Federal Shipping|77|Original Frankfurter grne Soe|10.4000|35|0.0|364.0|70.2900
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10451|"1997-02-19 00:00:00"|"1997-03-05 00:00:00"|"1997-03-12 00:00:00"|Federal Shipping|55|Pt chinois|19.2000|120|0.0|2304.0|189.0900
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10451|"1997-02-19 00:00:00"|"1997-03-05 00:00:00"|"1997-03-12 00:00:00"|Federal Shipping|64|Wimmers gute Semmelkndel|26.6000|35|0.0|931.0|189.0900
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10451|"1997-02-19 00:00:00"|"1997-03-05 00:00:00"|"1997-03-12 00:00:00"|Federal Shipping|65|Louisiana Fiery Hot Pepper Sauce|16.8000|28|0.0|470.0|189.0900
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10451|"1997-02-19 00:00:00"|"1997-03-05 00:00:00"|"1997-03-12 00:00:00"|Federal Shipping|77|Original Frankfurter grne Soe|10.4000|55|0.0|572.0|189.0900
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10454|"1997-02-21 00:00:00"|"1997-03-21 00:00:00"|"1997-02-25 00:00:00"|Federal Shipping|16|Pavlova|13.9000|20|0.0|278.0|2.7400
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10454|"1997-02-21 00:00:00"|"1997-03-21 00:00:00"|"1997-02-25 00:00:00"|Federal Shipping|33|Geitost|2.0000|20|0.0|40.0|2.7400
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10454|"1997-02-21 00:00:00"|"1997-03-21 00:00:00"|"1997-02-25 00:00:00"|Federal Shipping|46|Spegesild|9.6000|10|0.0|96.0|2.7400
